transaction_id,timestamp,amount,currency,sender_account,receiver_account,sender_country,sender_municipality,receiver_country,receiver_municipality,transaction_type,notes
b36b3359-ca7d-4287-a8b7-9cc74116a2be,2025-04-22 13:12:00,14150.04,SEK,SE8902ZECH07329184737257,SE8902TTDD62882365317340,Sweden,Alingsås,Sweden,Mölndal,outgoing,
8c169cde-5c49-4fdc-9325-b00b082d46b5,2025-01-14 21:17:00,35901.56,SEK,SE8902XIPF48454762305912,SE8902WGFJ72090874836772,Sweden,Örnsköldsvik,Sweden,Gävle,incoming,
d585807e-da9d-4111-8240-0a2442bbdfd9,2025-03-06 15:42:00,48489.96,SEK,SE8902GSZH91391621188990,SE8902XFDS45905033879975,Sweden,Sandviken,Sweden,Lidköping,outgoing,
9ea2ae60-8488-4ec2-a476-7b663ebcf9b0,2025-02-05 18:44:00,32470.99,SEK,SE8902WZTY78877140572268,SE8902SSZA54290319483676,Sweden,Motala,Sweden,Kalmar,incoming,
be0cf70a-f061-480a-8fc8-cfab8b67f260,2025-01-01 01:31:00,32308.94,SEK,SE8902UPMV66415672183575,SE8902SPLA84551710891296,Sweden,Sundsvall,Sweden,Karlskrona,incoming,
00ccb1cf-4c75-4016-b37b-766ed3afac18,2025-05-01 05:51:00,20478.33,SEK,SE8902WNIP57815146708414,SE8902DQWP79606697709694,Sweden,Uddevalla,Sweden,Uppsala,incoming,
1dc0cf49-387f-460e-b766-8383fb12ceb1,2025-03-06 20:24:00,41571.47,SEK,SE8902FOXC84791598609467,SE8902ZKJC38755928645078,Sweden,Kalmar,Sweden,Karlskoga,outgoing,
de321013-abbe-4e01-9216-560848a40a71,2025-02-22 04:09:00,19347.45,SEK,SE8902OFTJ79383582820961,SE8902IOUR73096302679146,Sweden,Uppsala,Sweden,Skellefteå,outgoing,
b0429ab5-51d9-4a8b-adfb-a394ba825585,2025-04-02 06:34:00,42865.17,SEK,SE8902SAUK38756106548184,SE8902TKNC87869236455689,Sweden,Östersund,Sweden,Östersund,incoming,
6a0193d9-7b00-4904-806f-bb7480f3a6b1,2025-03-20 19:52:00,41068.06,SEK,SE8902XEKA11659742485329,SE8902EJLS77341060789288,Sweden,Nyköping,Sweden,Landskrona,outgoing,
1b25bc0f-8406-4e7a-81ae-9533b43294b2,2025-01-26 22:13:00,6581.75,SEK,SE8902TSIH97788635751412,SE8902IFOG47846578093385,Sweden,Helsingborg,Sweden,Falun,incoming,
9437bd85-b009-4cb3-b65f-16d052490ca2,2025-04-19 07:00:00,23166.9,SEK,SE8902PLBL16144667744762,SE8902MISM30510735597086,Sweden,Nyköping,Sweden,Mölndal,incoming,
8b0f43a5-661e-4073-944e-ed794f83941d,2025-04-03 07:56:00,31863.65,SEK,SE8902PVDU32397262267370,SE8902AJSV94182461717656,Sweden,Landskrona,Sweden,Malmö,incoming,
ec989ffb-7f2d-40cc-8b40-5f047dc0fee2,2025-02-20 01:13:00,7488.18,SEK,SE8902TDHG03930597785173,SE8902CHSI75448480838708,Sweden,Uppsala,Sweden,Mölndal,outgoing,
a86a11f5-3de1-417c-b56a-dbe2857bb976,2025-04-03 05:08:00,21110.53,SEK,SE8902OVTP75889092553957,SE8902RXPZ64193650870827,Sweden,Linköping,Sweden,Landskrona,outgoing,
b457709f-6627-4e92-93ef-1e7460292b3e,2025-02-11 13:44:00,4787.92,SEK,SE8902BRZE40142159892187,SE8902PUFG51102457949170,Sweden,Gävle,Sweden,Trollhättan,outgoing,
1962e148-ed9f-4c39-8205-766ab3a384de,2025-01-09 06:22:00,43735.43,SEK,SE8902GFAS09862022036004,SE8902AJSV94182461717656,Sweden,Lund,Sweden,Skellefteå,incoming,
28b535c8-06e4-43c7-b2c2-0af20db922e9,2025-01-21 00:30:00,6861.58,SEK,SE8902VATX29635590400151,SE8902SJTM65462604716724,Sweden,Gävle,Sweden,Uddevalla,incoming,
894b6615-444a-4b0f-8d15-3aaf277a3dae,2025-04-22 12:59:00,17150.09,SEK,SE8902RWKL37240797745939,SE8902QYSY81014676327000,Sweden,Eskilstuna,Sweden,Varberg,outgoing,
3c2b8b6c-2ba9-4be7-9929-ecf0ad50483c,2025-01-13 17:48:00,30873.98,SEK,SE8902EHQT53687871208531,SE8902ABDS01701364961907,Sweden,Borlänge,Sweden,Karlskoga,outgoing,
8ad89d42-a3ad-46a6-9832-842075659604,2025-01-22 00:12:00,41468.78,SEK,SE8902AJSV94182461717656,SE8902XJXJ66998115817653,Sweden,Örnsköldsvik,Sweden,Kalmar,incoming,
8e53b8f5-d570-42e9-afd4-6f99766ef637,2025-02-19 12:52:00,33151.58,SEK,SE8902TMSX38474464548691,SE8902POYE56306553396402,Sweden,Västerås,Sweden,Skövde,outgoing,
17eba73d-5704-49a0-b9c4-7703066b66e9,2025-02-08 19:31:00,4503.63,SEK,SE8902JDLY63782567946635,SE8902ZDQZ85735825212197,Sweden,Borås,Sweden,Östersund,outgoing,
00b693fa-b496-4cc6-a6eb-2ebe2f3aeac2,2025-02-02 12:16:00,3244.86,SEK,SE8902ZJLO95363862694613,SE8902KFFK50136015318581,Sweden,Kristianstad,Sweden,Karlskoga,incoming,
5b864832-1477-4d2a-845e-00cb56a98c82,2025-01-07 03:57:00,4246.5,SEK,SE8902KPIO16227949467449,SE8902MKGL15508437601995,Sweden,Jönköping,Sweden,Gävle,incoming,
62145db7-7812-41f4-a94c-94222df4b14b,2025-05-06 17:20:00,22699.63,SEK,SE8902EGRU04525904634974,SE8902AZXE66883467511248,Sweden,Karlskrona,Sweden,Östersund,outgoing,
0de93748-31b8-4a4a-acac-fe4ff930cc86,2025-05-14 17:22:00,26188.93,SEK,SE8902ZQQX91042131747326,SE8902VJUZ52218371196993,Sweden,Kalmar,Sweden,Växjö,incoming,
6364b119-a869-4feb-95a4-97deaa668041,2025-02-12 17:14:00,1604.2,SEK,SE8902HWHC81157429988113,SE8902UNVY51069080799808,Sweden,Sundsvall,Sweden,Lidingö,incoming,
ccd9d591-1e7e-4924-9565-406698971238,2025-04-28 09:34:00,15551.69,SEK,SE8902IWLJ80369151603079,SE8902QVDX07065136908695,,Östersund,Sweden,Sandviken,outgoing,
348348f6-e0b0-4b09-9c2b-a4ab01e09d67,2025-04-18 21:18:00,12526.66,SEK,SE8902QQEM64469622591152,SE8902XNVC89027044051893,Sweden,Skövde,Sweden,Falun,incoming,
995b1a26-2f92-4d9f-b9f5-0841ed45c935,2025-01-03 16:02:00,45182.86,SEK,SE8902GXKS66714923613080,SE8902ZRRV53604198996393,Sweden,Norrköping,Sweden,,outgoing,Insurance payout
6b721057-d97d-483c-abbd-5cd27247095e,2025-03-21 23:06:00,18800.03,SEK,SE8902GOTA27808705650145,SE8902XARR24637715791113,Sweden,,Sweden,Gävle,incoming,Utility bill
c47ca54a-204f-42be-92fa-dc683058badf,2025-05-11 21:54:00,36421.88,SEK,SE8902GFDI02146082509603,SE8902RTPP26534696624492,Sweden,Skövde,Sweden,Borlänge,outgoing,
1a808c51-46b9-4af2-a4c2-85a530cee6b8,2025-04-19 17:01:00,32660.68,SEK,SE8902LFPB25372838213647,SE8902PLTU47854504283727,Sweden,Malmö,Sweden,Piteå,outgoing,
c7249899-2918-4bf7-ac5b-33884e6783e1,2025-05-06 20:19:00,7529.05,SEK,SE8902SABF96781999798332,SE8902OGIR23428207822800,Sweden,Östersund,Sweden,Linköping,incoming,
029d85d5-8b4f-4013-9c53-b4f0f50d358b,2025-03-22 23:32:00,28885.82,SEK,SE8902GBGP44172108348620,SE8902TRFM79815586179217,Sweden,Eskilstuna,Sweden,Borås,incoming,
791d0e9d-91ad-47b8-8444-b8e07493b3ac,2025-04-03 16:48:00,46163.73,SEK,SE8902GZAO49226888899471,SE8902CODF26383416794081,Sweden,Lidköping,Sweden,Lund,outgoing,
5a8c3186-fb41-42a7-9a83-d346a53d4492,2025-04-24 20:19:00,49610.31,SEK,SE8902CKQN72795971469366,SE8902FPRI18674591891178,Sweden,Östersund,Sweden,Malmö,incoming,
12c54507-c9d4-4105-8325-69a7f786cc32,2025-02-24 18:10:00,20925.17,SEK,SE8902BUFN52320844378385,SE8902SHGS62187533607069,Sweden,Norrköping,Sweden,Södertälje,outgoing,
fee61367-4e4c-4a83-9cb4-856757e65fb5,2025-09-09 14:29:00,21599.38,SEK,SE8902GDTV65148682209789,SE8902FXEO42999261877496,Sweden,Kalmar,Sweden,Landskrona,outgoing,
2b0fe081-c978-4638-976e-cd1d906a99fa,2025-05-18 04:52:00,31546.91,SEK,SE8902FTIV24633690574571,SE8902JWGD74194436561021,Sweden,Piteå,Sweden,Piteå,outgoing,
6ea7f122-de4f-4ead-afea-8ae8367a57b2,2025-03-02 03:16:00,32263.32,SEK,SE8902UNAU13611272599268,SE8902VCGO21843909614852,Sweden,Falun,Sweden,Umeå,incoming,
ee91b379-823b-473c-9c6c-80e766c4093f,2025-01-29 23:52:00,45100.59,SEK,SE8902YSVI54424221824629,SE8902BYDD28842601202864,Sweden,Karlstad,Sweden,Gävle,outgoing,
a9368d30-561e-48b1-92f3-07523352244e,2025-03-20 10:36:00,36016.4,SEK,SE8902GSWE68166162519198,SE8902GJBL45406945630901,Sweden,Malmö,Sweden,Gävle,incoming,
f5f85b7b-c1e7-4a09-8280-68629423997c,2025-11-11 18:51:00,34419.87,SEK,SE8902DGRO18476288845448,SE8902WDJE85359881297343,Sweden,Karlskrona,Sweden,Örnsköldsvik,incoming,
24a6eccb-e593-4e0e-9d9e-577ce1abedab,2025-03-26 03:32:00,44086.68,SEK,SE8902JTWL04765331104215,SE8902IDYW61560887680926,Sweden,Luleå,Sweden,Ängelholm,incoming,
c09c1729-95c1-4ca5-a9b1-ff2dfc47772b,2025-04-01 03:43:00,9927.63,SEK,SE8902OEQF58082660806550,SE8902WSFB21589079568833,Sweden,Jönköping,Sweden,Trollhättan,outgoing,
2e4adc76-672b-46f1-a34b-2496906dabe9,2025-03-20 07:20:00,42923.54,SEK,SE8902DRNW01025820075953,SE8902LGDS93932200371895,Sweden,Västerås,Sweden,Trelleborg,incoming,
76e84c4a-4afc-4bce-b7b3-c42f2248cc8b,2025-04-10 12:42:00,32690.8,SEK,SE8902YBPA06747616365238,SE8902WQDY35666811304216,Sweden,Sandviken,Sweden,Uddevalla,outgoing,
23f01d0b-d8a4-4d45-bff7-0385767e9973,2025-04-30 20:11:00,1471.34,SEK,SE8902FALW17606613401607,SE8902BQOF94784189390061,Sweden,Lidköping,Sweden,Östersund,outgoing,
99723967-1bc3-4f9f-85ed-cc2bfe675f5c,2025-04-17 11:12:00,46995.74,SEK,SE8902JWPZ44810854846338,SE8902PVDU32397262267370,Sweden,Nyköping,,Falun,outgoing,Salary payment
826d7e26-ea85-4939-b565-98ef846f126f,2025-03-16 00:16:00,9795.76,SEK,SE8902MMZN38846965231738,SE8902PMAG08583189181534,Sweden,Uddevalla,Sweden,Piteå,outgoing,
53ee4b54-7f9d-4210-b6d5-7161ad656c5e,2025-05-01 12:38:00,37005.95,SEK,SE8902MISM30510735597086,SE8902YFRV85699768159258,Sweden,Helsingborg,Sweden,Skövde,outgoing,
7a97bc36-efa9-4269-a16d-338a54183351,2025-03-28 01:59:00,44191.96,SEK,SE8902EPWK73250364544965,SE8902EGUE04752445182497,Sweden,Umeå,Sweden,Uppsala,incoming,
a10e100b-b8de-45cf-8007-4af130791b85,2025-04-24 19:17:00,1698.19,SEK,SE8902VLZY43895735167710,SE8902SVTA51705365680131,Sweden,Örnsköldsvik,Sweden,Trollhättan,outgoing,
7a18eeac-c8bb-4ba5-928a-37e97749735f,2025-05-12 16:47:00,22076.67,SEK,SE8902HHVE14882891293350,SE8902DAYC14364335693782,Sweden,Växjö,Sweden,Uppsala,outgoing,
5624bc20-c67b-4ed7-9440-bf7dde15eab8,2025-01-01 11:01:00,17134.84,SEK,SE8902HAYZ30931717835549,SE8902TDHG03930597785173,Sweden,Västerås,Sweden,Umeå,outgoing,
ab933e02-a646-4084-a902-000b8fa7e3a6,2025-05-12 21:29:00,5200.2,SEK,SE8902PMAG08583189181534,SE8902QIDW01871973556269,Sweden,Karlskoga,Sweden,Luleå,incoming,
d0769866-69b9-4e3b-a908-5e62cb2ddb4a,2025-03-12 17:38:00,25364.29,SEK,SE8902QJSX02120298481356,SE8902POYE56306553396402,Sweden,Lidköping,Sweden,Karlskoga,outgoing,
c31930fc-617b-4338-8a16-4dfb4518ea42,2025-02-02 19:19:00,32179.57,SEK,SE8902WPAU97779463181066,SE8902EQCK63728076800609,Sweden,Malmö,Sweden,Malmö,outgoing,
1dd877ea-185c-4f6c-b3f4-668032000d9e,2025-05-12 23:53:00,49040.75,SEK,SE8902JFXZ40334167631989,SE8902DGRO18476288845448,Sweden,Östersund,,Uddevalla,outgoing,Insurance payout
5bc364e7-d002-4803-b570-46fd02323b53,2025-03-06 13:51:00,37710.58,SEK,SE8902VQDV44258038827151,SE8902QPGW46075376024266,Sweden,Skövde,Sweden,Borlänge,outgoing,
88830a87-b00b-4514-b5f9-9ad293090b17,2025-04-21 13:33:00,18610.97,SEK,SE8902ROFI55976431488069,SE8902VBBU70773188294633,Sweden,Falun,Sweden,Lidköping,incoming,
f7dbfc8b-36a9-4b89-b699-735d08737621,2025-02-15 08:41:00,11330.52,SEK,SE8902YHPG83168569237782,SE8902RLTH03632662634887,Sweden,Lund,Sweden,Alingsås,incoming,
39794385-3319-4f1d-b73a-5830638aa2a6,2025-04-10 23:55:00,15630.05,SEK,SE8902OLFT37200388827050,SE8902FZSN55947389902845,Sweden,Södertälje,,Lidköping,incoming,Loan repayment
010c3df6-2b29-439e-b590-a434441c1e6a,2025-03-08 10:42:00,27282.83,SEK,SE8902QZEZ52320024971424,SE8902RXQC04091454093931,Sweden,Falun,Sweden,Växjö,outgoing,
45d05c5a-4d7c-4996-b2a0-19079c42f54d,2025-04-05 12:45:00,7521.08,SEK,SE8902OSPT65036097285857,SE8902YMWM67923221263529,Sweden,Lidköping,Sweden,Örebro,outgoing,
b6fb2ded-99bd-4401-a65e-e746f1b8cf6b,2025-01-17 07:31:00,22132.71,SEK,SE8902XPHP30865499209335,SE8902QCNP19721394374879,Sweden,Jönköping,Sweden,Umeå,outgoing,
ef443b06-9f45-4b8a-9a00-b1b790c8a1ca,2025-03-02 10:41:00,44187.29,SEK,SE8902YFNV15788568473424,SE8902SSZA54290319483676,Sweden,Västerås,Sweden,Göteborg,incoming,
9ec868ed-f7bf-4e02-8133-6010462c4d44,2025-03-18 04:11:00,32780.29,SEK,SE8902IIVG09252145366202,SE8902ORRS48118816092087,,Stockholm,Sweden,Kristianstad,outgoing,Gift to family member
5b2636bb-70eb-4204-bc42-1b5bc87f3e6e,2025-05-12 03:55:00,29449.8,SEK,SE8902GZKC59110904284187,SE8902CFEY43701881421531,Sweden,Umeå,,Mölndal,outgoing,
300a3be9-04b7-47b1-be00-59c8d1366687,2025-04-10 07:04:00,10708.86,SEK,SE8902OEUK98732816702347,SE8902UNIQ60986055961346,Sweden,Kalmar,Sweden,Linköping,outgoing,
b2daea58-16d5-40ae-ba90-3d844362b519,2025-03-14 14:17:00,43954.08,SEK,SE8902UFZY41218181108055,SE8902XBIN60287954526260,Sweden,Kalmar,,Sandviken,outgoing,Insurance payout
157f884f-340f-442c-b794-5d24741a3540,2025-02-12 02:23:00,12857.21,SEK,SE8902RXPZ64193650870827,SE8902QASC32307460643773,Sweden,Karlskoga,Sweden,Örebro,outgoing,
35a5bd01-e663-43ed-ad6b-ce968c83a5f7,2025-04-13 18:58:00,7563.89,SEK,SE8902OOLM49343686376830,SE8902AZMF62874749728667,Sweden,,Sweden,Borås,incoming,Subscription fee
749135dd-f7c2-44e5-a2fb-1c5c3f7bdbc0,2025-04-08 19:23:00,2671.82,SEK,SE8902HEMI79004079416247,SE8902IOUR73096302679146,Sweden,Linköping,Sweden,Trelleborg,incoming,
cb554d07-698d-43f1-bc82-ad9a6a3381ea,2025-02-25 06:54:00,42418.66,SEK,SE8902WRAH16184147348462,SE8902MQZJ06643246897705,Sweden,Göteborg,Sweden,Skellefteå,incoming,
05e9a35b-fc74-482c-b865-d99b0322a6e7,2025-05-04 14:23:00,11122.85,SEK,SE8902YEDJ01205803951858,SE8902WOXH43586674611980,Sweden,Helsingborg,Sweden,Lidköping,incoming,
0931a8a7-4ff6-4fe4-b06b-e6ae19357096,2025-03-11 21:29:00,8341.78,SEK,SE8902NBPA53790596412090,SE8902RFND18240718616184,Sweden,Umeå,Sweden,Gävle,outgoing,
497eaa94-c0e9-4b6a-9ccb-c856b53d2b09,2025-01-03 21:16:00,18053.67,SEK,SE8902KNBO14478747094323,SE8902TVFH53282057943154,Sweden,Jönköping,Sweden,Stockholm,outgoing,
d99a779e-0b77-4774-9e6a-8163f1ddca07,2025-01-01 09:21:00,15298.87,SEK,SE8902VBHN50052224387585,SE8902QUFJ50463670043368,Sweden,Skövde,Sweden,Luleå,incoming,
0d1cea19-be2e-46e7-bff8-681eb8033032,2025-03-14 18:42:00,1221.16,SEK,SE8902NPMZ64718534936104,SE8902YBWC04395871663306,Sweden,Karlstad,Sweden,Alingsås,incoming,
746fe0d9-03f2-4b36-a00f-66a3fe73371f,2025-04-30 07:58:00,31230.62,SEK,SE8902MKFC17006139746737,SE8902LHUA50734331657544,,Örnsköldsvik,Sweden,Skövde,incoming,Loan repayment
9ea9ff17-3235-46ae-a712-de55f6ce1087,2025-04-19 16:35:00,11726.71,SEK,SE8902XWUV40935991476872,SE8902PXCX96170096954134,Sweden,Lund,Sweden,Mölndal,outgoing,
3a506b83-1bbd-4587-bb9e-c2c2b7f7eb24,2025-03-07 11:58:00,42456.35,SEK,SE8902OYAH39744900512609,SE8902IACG54044232519044,Sweden,Kalmar,Sweden,Kalmar,incoming,
8c11bb42-227d-4eb0-8b2a-f3d83aa55bf8,2025-04-27 20:38:00,23184.49,SEK,SE8902WQDY35666811304216,SE8902BWOT03489901672599,,Örnsköldsvik,Sweden,Skövde,incoming,Salary payment
080a1478-d8e4-47b4-add0-3c9da71b97ca,2023-05-23 06:52:00,2615.79,SEK,SE8902YZWC23724318974586,SE8902WSHS28438837480311,Sweden,,Sweden,Luleå,incoming,Subscription fee
4c8ca849-48ee-4f7d-8327-b09a04ac5a10,2025-01-24 17:57:00,36320.41,SEK,SE8902LWGY12400441776877,SE8902QYUK75923058440099,Sweden,Lidköping,Sweden,Lidköping,outgoing,
b89f802e-a1f5-4421-ac51-153b8db0ff7b,2025-04-15 16:44:00,43935.4,SEK,SE8902OBIX76276487885565,SE8902ZWKL91581622045409,Sweden,Ängelholm,Sweden,Linköping,incoming,
f8148824-5dfd-492c-adb3-7a12709ee53a,2025-03-01 12:34:00,35710.15,SEK,SE8902TONI18274393550042,SE8902HHSO58247661775142,Sweden,Jönköping,Sweden,Lund,incoming,
167a2bba-4b80-4213-acec-a43e328cb833,2025-02-20 17:43:00,23271.62,SEK,SE8902AHVW14609154839055,SE8902PGCD42349227810447,Sweden,Karlstad,Sweden,Borlänge,incoming,
a1fed5f4-f5ca-4476-932c-a6c234f26eb3,2025-03-26 04:51:00,4976.54,SEK,SE8902EBQG46394645816502,SE8902TXWD68698852887733,Sweden,Falun,Sweden,Eskilstuna,incoming,
618378f0-25f8-445c-b288-bce3f66c4c38,2023-06-30 22:43:00,19006.33,SEK,SE8902WQDY35666811304216,SE8902FWCH71102712794153,Sweden,Kristianstad,Sweden,Ängelholm,outgoing,
126b02a8-978d-454e-a6a6-2a7528120f9b,2025-02-24 11:55:00,44400.61,SEK,SE8902QLYH24628869288269,SE8902DTWL15581241936252,Sweden,Lund,Sweden,Luleå,incoming,
674452c3-f374-42c4-82d1-106a1048f85b,2025-04-27 21:59:00,44382.87,SEK,SE8902MDNR23654048962365,SE8902EQDP30307774877765,Sweden,Lidköping,Sweden,Skövde,outgoing,
50b41621-bcf9-4fb9-a010-6602e87628fe,2025-01-20 17:41:00,28438.11,SEK,SE8902EYZV57214534359238,SE8902DAYC14364335693782,Sweden,Varberg,Sweden,Halmstad,incoming,
7c4b0424-ad34-4ab6-b7fd-d5be1d84f300,2025-04-17 10:52:00,39945.65,SEK,SE8902EJAI99151957237924,SE8902LACW59549122762926,Sweden,Eskilstuna,Sweden,Norrköping,incoming,
2ccd5d8b-4cc8-4ff4-b50c-8fb2c3bc97af,2025-02-06 04:06:00,41310.03,SEK,SE8902ROXJ87709608865856,SE8902CHSI75448480838708,Sweden,Karlskrona,Sweden,Alingsås,incoming,
9e95e319-811d-4341-9a5b-775083f741ad,2025-02-24 23:14:00,17814.28,SEK,SE8902TUFM02844898189627,SE8902WOTL92806947118912,Sweden,Borlänge,Sweden,Karlskrona,outgoing,
f7014d4a-a2aa-4225-ab7b-baaa4cfb02fb,2025-03-22 14:38:00,28459.9,SEK,SE8902HODK85678819977506,SE8902LFPB25372838213647,Sweden,Varberg,Sweden,Borås,incoming,
0768d874-012e-4e3d-ab57-d7e7abd68613,2025-02-28 11:26:00,628.56,SEK,SE8902ZWKL91581622045409,SE8902ZNHI21783939608864,Sweden,Östersund,Sweden,Ängelholm,incoming,
89e35241-7353-4244-a6fa-713075e92aa4,2025-03-17 06:36:00,15958.04,SEK,SE8902XTMW65537920620819,SE8902CUMA73016131740531,Sweden,Borlänge,Sweden,Örebro,incoming,
217f48f6-daa6-48f2-a264-94b24859b75b,2025-04-22 21:44:00,984.45,SEK,SE8902PFMB93666687080636,SE8902AVQC54172602808950,Sweden,Borlänge,Sweden,Motala,outgoing,
ff5d988a-70ae-4b92-93e5-fdc2df2fbfcf,2025-03-19 15:19:00,40389.93,SEK,SE8902VABD28433519743158,SE8902TRVE47135720140849,Sweden,Borås,Sweden,Piteå,incoming,
